yr,PID,stp,dur,rce,sx
2021.0,1024.0,504430.0,80.0,1.0,2.0
2021.0,1025.0,478710.0,68.0,5.0,2.0
2021.0,1027.0,234597.0,75.0,1.0,2.0
2021.0,1028.0,242693.0,83.0,1.0,2.0
2021.0,1029.0,372932.0,80.0,1.0,2.0
2021.0,1030.0,202397.0,76.0,1.0,2.0
2021.0,1031.0,681431.0,74.0,2.0,1.0
2021.0,1032.0,367723.0,77.0,1.0,2.0
2021.0,1033.0,320827.0,79.0,1.0,2.0
2021.0,1034.0,931996.0,81.0,2.0,2.0
2021.0,1035.0,643275.0,79.0,4.0,1.0
2021.0,1036.0,484669.0,73.0,1.0,2.0
2021.0,1037.0,513417.0,69.0,1.0,2.0
2021.0,1038.0,655432.0,83.0,1.0,1.0
2021.0,1039.0,695633.0,64.0,4.0,2.0
2021.0,1040.0,282626.0,62.0,2.0,2.0
2021.0,1041.0,281606.0,79.0,1.0,2.0
2021.0,1042.0,513233.0,78.0,2.0,2.0
2021.0,1043.0,278945.0,74.0,1.0,2.0
2021.0,1044.0,864374.0,71.0,2.0,1.0
2021.0,1045.0,661592.0,78.0,1.0,2.0
2021.0,1046.0,147493.0,70.0,1.0,1.0
2021.0,1047.0,573443.0,79.0,2.0,2.0
2021.0,1048.0,630803.0,55.0,2.0,2.0
2021.0,1050.0,502234.0,79.0,2.0,2.0
2021.0,1051.0,479048.0,74.0,3.0,2.0
2021.0,1053.0,405158.0,71.0,2.0,1.0
2021.0,1054.0,215951.0,76.0,3.0,2.0
2021.0,1055.0,477847.0,73.0,1.0,2.0
2021.0,1056.0,1152231.0,70.0,1.0,1.0
2021.0,1057.0,721482.0,76.0,1.0,1.0
2021.0,1058.0,309647.0,76.0,1.0,2.0
2021.0,1060.0,197439.0,74.0,3.0,2.0
2021.0,1061.0,455091.0,66.0,3.0,2.0
2021.0,1062.0,735676.0,75.0,4.0,1.0
2021.0,1063.0,292029.0,75.0,1.0,2.0
2021.0,1064.0,331478.0,68.0,1.0,2.0
2021.0,1065.0,315496.0,77.0,3.0,2.0
2021.0,1066.0,436202.0,76.0,1.0,1.0
2021.0,1067.0,266335.0,74.0,2.0,1.0
2021.0,1068.0,75609.0,77.0,1.0,2.0
2021.0,1069.0,841388.0,75.0,1.0,1.0
2021.0,1070.0,639940.0,74.0,1.0,2.0
2021.0,1071.0,422915.0,74.0,1.0,1.0
2021.0,1072.0,340599.0,74.0,1.0,2.0
2021.0,1073.0,363392.0,74.0,1.0,2.0
2021.0,1074.0,337942.0,69.0,5.0,2.0
2021.0,1076.0,705322.0,77.0,1.0,1.0
2021.0,1077.0,272590.0,73.0,4.0,2.0
2021.0,1078.0,470844.0,77.0,2.0,1.0
2021.0,1079.0,204277.0,73.0,1.0,2.0
2021.0,1080.0,348055.0,75.0,2.0,1.0
2021.0,1081.0,204363.0,59.0,1.0,2.0
2021.0,1082.0,99018.0,12.0,1.0,1.0
2021.0,1083.0,453611.0,70.0,1.0,2.0
2021.0,1084.0,197967.0,71.0,1.0,2.0
2021.0,1086.0,389318.0,77.0,1.0,2.0
2021.0,1087.0,317952.0,73.0,5.0,1.0
2021.0,1088.0,563619.0,68.0,1.0,2.0
2021.0,1200.0,215548.0,83.0,1.0,2.0
2021.0,1201.0,806444.0,72.0,2.0,2.0
2021.0,1202.0,395563.0,70.0,2.0,2.0
2021.0,1203.0,273539.0,58.0,3.0,2.0
2021.0,1204.0,269424.0,83.0,1.0,2.0
2021.0,1205.0,161884.0,54.0,1.0,1.0
2021.0,1206.0,793173.0,83.0,2.0,2.0
2021.0,1207.0,460634.0,66.0,2.0,1.0
2021.0,1209.0,682069.0,77.0,2.0,2.0
2021.0,1210.0,723560.0,70.0,2.0,2.0
2021.0,1211.0,87467.0,56.0,1.0,2.0
2021.0,1212.0,416348.0,67.0,2.0,2.0
2021.0,1213.0,417519.0,82.0,1.0,1.0
2021.0,1214.0,1083697.0,77.0,1.0,2.0
2021.0,1215.0,470771.0,78.0,2.0,2.0
2021.0,1216.0,462678.0,75.0,1.0,2.0
2021.0,1217.0,281377.0,75.0,3.0,2.0
2021.0,1218.0,520739.0,75.0,2.0,2.0
2021.0,1219.0,501734.0,61.0,3.0,1.0
2021.0,1220.0,139956.0,29.0,1.0,2.0
2021.0,1221.0,312585.0,83.0,1.0,1.0
2021.0,1222.0,271088.0,72.0,1.0,2.0
2021.0,1223.0,177916.0,73.0,1.0,2.0
2021.0,1224.0,433198.0,69.0,2.0,1.0
