3.600000000000000000e+01,1.387398000000000000e+06,1.520000000000000000e+02
3.700000000000000000e+01,1.789886000000000000e+06,1.590000000000000000e+02
3.800000000000000000e+01,1.552979000000000000e+06,1.400000000000000000e+02
3.900000000000000000e+01,1.591255000000000000e+06,1.600000000000000000e+02
4.000000000000000000e+01,7.889260000000000000e+05,1.160000000000000000e+02
4.200000000000000000e+01,1.023139000000000000e+06,1.560000000000000000e+02
4.300000000000000000e+01,1.398708000000000000e+06,1.530000000000000000e+02
4.400000000000000000e+01,1.698805000000000000e+06,1.510000000000000000e+02
4.500000000000000000e+01,2.043514000000000000e+06,1.610000000000000000e+02
4.600000000000000000e+01,1.706989000000000000e+06,1.500000000000000000e+02
4.700000000000000000e+01,1.858387000000000000e+06,1.610000000000000000e+02
4.800000000000000000e+01,1.931978000000000000e+06,1.610000000000000000e+02
4.900000000000000000e+01,1.220343000000000000e+06,1.210000000000000000e+02
5.000000000000000000e+01,1.156235000000000000e+06,1.520000000000000000e+02
5.100000000000000000e+01,4.172480000000000000e+05,3.800000000000000000e+01
5.200000000000000000e+01,6.538340000000000000e+05,1.580000000000000000e+02
5.300000000000000000e+01,5.965390000000000000e+05,7.900000000000000000e+01
5.400000000000000000e+01,1.607067000000000000e+06,1.520000000000000000e+02
5.500000000000000000e+01,1.482323000000000000e+06,1.590000000000000000e+02
5.700000000000000000e+01,1.088053000000000000e+06,1.440000000000000000e+02
5.800000000000000000e+01,1.177692000000000000e+06,1.600000000000000000e+02
5.900000000000000000e+01,6.454460000000000000e+05,9.300000000000000000e+01
6.000000000000000000e+01,2.484153000000000000e+06,1.530000000000000000e+02
6.100000000000000000e+01,1.272577000000000000e+06,1.390000000000000000e+02
6.200000000000000000e+01,1.666118000000000000e+06,1.370000000000000000e+02
6.300000000000000000e+01,5.383800000000000000e+05,7.000000000000000000e+01
6.400000000000000000e+01,1.563246000000000000e+06,1.290000000000000000e+02
6.500000000000000000e+01,9.056500000000000000e+04,1.000000000000000000e+01
6.600000000000000000e+01,9.341820000000000000e+05,1.470000000000000000e+02
6.700000000000000000e+01,1.583290000000000000e+06,1.600000000000000000e+02
6.800000000000000000e+01,1.325489000000000000e+06,1.600000000000000000e+02
6.900000000000000000e+01,8.855600000000000000e+05,9.100000000000000000e+01
7.000000000000000000e+01,4.070590000000000000e+05,4.300000000000000000e+01
7.200000000000000000e+01,8.655390000000000000e+05,8.900000000000000000e+01
7.300000000000000000e+01,1.251023000000000000e+06,1.170000000000000000e+02
7.400000000000000000e+01,1.491354000000000000e+06,1.590000000000000000e+02
7.500000000000000000e+01,1.810405000000000000e+06,1.520000000000000000e+02
7.600000000000000000e+01,1.219574000000000000e+06,1.470000000000000000e+02
7.700000000000000000e+01,1.083259000000000000e+06,1.040000000000000000e+02
7.800000000000000000e+01,1.321268000000000000e+06,1.600000000000000000e+02
7.900000000000000000e+01,5.178190000000000000e+05,6.700000000000000000e+01
8.000000000000000000e+01,1.111372000000000000e+06,1.570000000000000000e+02
8.200000000000000000e+01,1.497594000000000000e+06,1.570000000000000000e+02
8.400000000000000000e+01,1.761917000000000000e+06,1.600000000000000000e+02
8.600000000000000000e+01,1.790832000000000000e+06,1.550000000000000000e+02
8.700000000000000000e+01,2.159808000000000000e+06,1.570000000000000000e+02
8.800000000000000000e+01,2.103344000000000000e+06,1.500000000000000000e+02
8.900000000000000000e+01,1.011859000000000000e+06,1.470000000000000000e+02
9.000000000000000000e+01,8.195180000000000000e+05,1.260000000000000000e+02
9.100000000000000000e+01,1.107218000000000000e+06,1.510000000000000000e+02
9.200000000000000000e+01,1.658595000000000000e+06,1.610000000000000000e+02
9.300000000000000000e+01,8.007080000000000000e+05,8.800000000000000000e+01
9.400000000000000000e+01,1.333604000000000000e+06,1.180000000000000000e+02
9.500000000000000000e+01,1.386838000000000000e+06,1.480000000000000000e+02
9.600000000000000000e+01,9.552130000000000000e+05,9.000000000000000000e+01
9.700000000000000000e+01,1.621384000000000000e+06,1.580000000000000000e+02
9.800000000000000000e+01,1.512971000000000000e+06,1.610000000000000000e+02
9.900000000000000000e+01,1.693938000000000000e+06,1.520000000000000000e+02
1.010000000000000000e+02,4.187360000000000000e+05,3.500000000000000000e+01
1.020000000000000000e+02,7.834090000000000000e+05,7.700000000000000000e+01
1.030000000000000000e+02,1.936126000000000000e+06,1.240000000000000000e+02
1.040000000000000000e+02,1.134808000000000000e+06,1.540000000000000000e+02
1.060000000000000000e+02,8.967730000000000000e+05,1.200000000000000000e+02
1.080000000000000000e+02,9.219640000000000000e+05,1.550000000000000000e+02
1.090000000000000000e+02,1.628810000000000000e+06,1.580000000000000000e+02
1.100000000000000000e+02,1.685750000000000000e+06,1.510000000000000000e+02
1.110000000000000000e+02,1.246530000000000000e+06,1.400000000000000000e+02
1.120000000000000000e+02,1.117834000000000000e+06,7.900000000000000000e+01
1.130000000000000000e+02,1.695727000000000000e+06,1.530000000000000000e+02
1.140000000000000000e+02,5.869660000000000000e+05,5.900000000000000000e+01
1.150000000000000000e+02,8.074390000000000000e+05,7.100000000000000000e+01
1.160000000000000000e+02,9.269700000000000000e+05,1.440000000000000000e+02
1.170000000000000000e+02,1.152142000000000000e+06,1.440000000000000000e+02
1.180000000000000000e+02,1.506040000000000000e+06,1.330000000000000000e+02
1.200000000000000000e+02,1.779236000000000000e+06,1.600000000000000000e+02
1.220000000000000000e+02,4.506440000000000000e+05,6.600000000000000000e+01
1.230000000000000000e+02,1.294550000000000000e+06,1.380000000000000000e+02
1.240000000000000000e+02,9.716570000000000000e+05,1.030000000000000000e+02
1.250000000000000000e+02,1.048798000000000000e+06,1.540000000000000000e+02
1.260000000000000000e+02,3.376232000000000000e+06,1.530000000000000000e+02
1.270000000000000000e+02,1.847922000000000000e+06,1.510000000000000000e+02
1.280000000000000000e+02,1.562275000000000000e+06,1.060000000000000000e+02
1.300000000000000000e+02,1.401632000000000000e+06,1.590000000000000000e+02
1.320000000000000000e+02,1.692032000000000000e+06,1.550000000000000000e+02
1.340000000000000000e+02,3.981770000000000000e+05,5.300000000000000000e+01
1.360000000000000000e+02,1.991708000000000000e+06,1.490000000000000000e+02
1.370000000000000000e+02,1.685517000000000000e+06,1.600000000000000000e+02
1.380000000000000000e+02,1.159412000000000000e+06,1.070000000000000000e+02
1.400000000000000000e+02,1.794116000000000000e+06,1.590000000000000000e+02
1.410000000000000000e+02,9.572460000000000000e+05,1.460000000000000000e+02
1.420000000000000000e+02,3.375750000000000000e+05,4.400000000000000000e+01
1.430000000000000000e+02,9.140030000000000000e+05,1.250000000000000000e+02
1.440000000000000000e+02,1.777979000000000000e+06,1.580000000000000000e+02
1.450000000000000000e+02,2.139405000000000000e+06,1.610000000000000000e+02
1.460000000000000000e+02,1.340571000000000000e+06,1.540000000000000000e+02
1.480000000000000000e+02,3.592720000000000000e+05,5.100000000000000000e+01
1.490000000000000000e+02,1.393127000000000000e+06,1.480000000000000000e+02
1.500000000000000000e+02,1.150300000000000000e+06,1.380000000000000000e+02
1.530000000000000000e+02,2.172147000000000000e+06,1.560000000000000000e+02
1.540000000000000000e+02,1.929884000000000000e+06,1.450000000000000000e+02
1.550000000000000000e+02,1.469755000000000000e+06,1.580000000000000000e+02
1.560000000000000000e+02,1.301313000000000000e+06,1.560000000000000000e+02
1.570000000000000000e+02,1.122264000000000000e+06,1.550000000000000000e+02
1.580000000000000000e+02,1.587096000000000000e+06,1.540000000000000000e+02
1.590000000000000000e+02,8.122000000000000000e+05,7.600000000000000000e+01
1.600000000000000000e+02,1.461457000000000000e+06,1.310000000000000000e+02
1.610000000000000000e+02,2.889170000000000000e+05,3.100000000000000000e+01
1.620000000000000000e+02,1.409770000000000000e+06,1.420000000000000000e+02
1.630000000000000000e+02,1.204821000000000000e+06,1.510000000000000000e+02
1.650000000000000000e+02,1.902949000000000000e+06,1.510000000000000000e+02
1.660000000000000000e+02,1.620536000000000000e+06,1.540000000000000000e+02
1.670000000000000000e+02,2.513429000000000000e+06,1.430000000000000000e+02
1.680000000000000000e+02,7.622580000000000000e+05,6.500000000000000000e+01
1.690000000000000000e+02,1.108890000000000000e+06,1.540000000000000000e+02
1.700000000000000000e+02,1.933518000000000000e+06,1.520000000000000000e+02
1.710000000000000000e+02,1.227401000000000000e+06,1.120000000000000000e+02
1.720000000000000000e+02,1.660656000000000000e+06,1.520000000000000000e+02
1.730000000000000000e+02,4.304070000000000000e+05,8.900000000000000000e+01
1.740000000000000000e+02,1.282969000000000000e+06,1.390000000000000000e+02
1.750000000000000000e+02,1.368086000000000000e+06,1.530000000000000000e+02
1.760000000000000000e+02,1.017329000000000000e+06,1.480000000000000000e+02
1.780000000000000000e+02,2.488012000000000000e+06,1.470000000000000000e+02
1.790000000000000000e+02,1.626647000000000000e+06,1.530000000000000000e+02
1.800000000000000000e+02,2.082358000000000000e+06,1.520000000000000000e+02
1.810000000000000000e+02,8.942230000000000000e+05,1.420000000000000000e+02
1.830000000000000000e+02,1.955992000000000000e+06,1.340000000000000000e+02
1.840000000000000000e+02,2.235397000000000000e+06,1.480000000000000000e+02
1.860000000000000000e+02,7.909690000000000000e+05,1.260000000000000000e+02
1.880000000000000000e+02,1.299174000000000000e+06,1.470000000000000000e+02
1.890000000000000000e+02,4.185180000000000000e+05,4.400000000000000000e+01
1.900000000000000000e+02,1.215851000000000000e+06,1.180000000000000000e+02
1.910000000000000000e+02,9.308790000000000000e+05,1.260000000000000000e+02
1.930000000000000000e+02,1.931426000000000000e+06,1.370000000000000000e+02
1.940000000000000000e+02,1.286966000000000000e+06,9.300000000000000000e+01
1.950000000000000000e+02,9.856660000000000000e+05,4.300000000000000000e+01
1.960000000000000000e+02,1.356967000000000000e+06,1.420000000000000000e+02
1.970000000000000000e+02,1.079207000000000000e+06,1.110000000000000000e+02
1.980000000000000000e+02,1.333350000000000000e+06,1.270000000000000000e+02
1.990000000000000000e+02,1.970007000000000000e+06,1.430000000000000000e+02
2.010000000000000000e+02,1.061666000000000000e+06,9.100000000000000000e+01
2.020000000000000000e+02,9.336350000000000000e+05,1.030000000000000000e+02
2.030000000000000000e+02,1.007366000000000000e+06,8.000000000000000000e+01
2.050000000000000000e+02,2.275645000000000000e+06,1.410000000000000000e+02
2.060000000000000000e+02,1.399053000000000000e+06,1.220000000000000000e+02
2.080000000000000000e+02,3.736140000000000000e+05,3.900000000000000000e+01
2.090000000000000000e+02,8.660230000000000000e+05,1.260000000000000000e+02
